1	2
2	3
3	4
4	5
5	6
6	7
7	8
8	9
9	10
10	11
11	12
12	13
13	14
14	15
15	16
16	17
17	18
18	19
19	20
20	21
21	22
22	23
23	24
24	25
17	2
2	11
11	12
24	11
3	12
13	14
25	15
9	4
12	18
24	16
18	6
16	5
12	1
7	16
22	13
18	24
2	24
16	9
3	7
12	20
8	1
22	18
10	3
13	15
18	16
17	1
5	22
23	13
11	10
21	6
3	7
4	6
17	12
8	17
20	21
10	14
3	2
22	2
18	4
24	25
13	14
20	24
11	8
6	4
20	21
19	24
25	16
8	7
14	23
23	16
7	21
18	6
18	21
13	19
18	1
6	2
21	2
21	17
22	21
11	1
21	15
7	25
13	9
14	5
9	17
9	1
22	14
24	1
13	17
21	1
20	3
24	21
21	11
17	12
13	3
1	25
1	20
15	1
19	14
14	20
3	1
20	17
1	23
6	13
22	17
14	21
15	17
8	22
15	21
14	18
17	1
2	18
7	12
10	20
8	1
5	4
15	12
9	14
10	17
10	6
12	2
14	16
6	11
15	18
17	23
2	8
5	19
8	20
12	20
25	10
3	19
7	8
18	20
18	5
19	1
15	16
8	11
15	20
7	12
8	16
25	2
23	12
11	25
20	15
20	6
3	6
21	3
25	15
23	3
1	13
17	22
22	14
20	23
13	12
5	14
25	22
2	22
23	12
8	11
18	3
10	22
5	15
13	8
1	22
22	19
23	7
1	3
3	8
18	6
19	12
7	16
9	14
8	24
16	17
25	9
14	11
19	6
13	18
13	21
17	4
5	3
20	15
6	23
7	5
17	10
3	4
15	10
4	23
17	6
14	10
24	25
2	5
8	24
12	1
13	3
23	13
14	5
6	23
5	17
24	2
6	13
11	10
24	11
11	10
6	21
23	15
10	18
23	19
4	9
13	15
14	11
23	22
14	13
6	23
1	2
15	12
22	14
4	23
15	17
11	5
7	19
24	21
24	4
17	10
24	5
17	21
1	19
17	13
10	8
4	21
12	25
11	16
25	16
8	17
6	3
23	7
12	7
7	25
25	18
19	24
23	6
14	3
9	19
6	22
16	10
24	9
11	12
3	23
6	16
12	14
17	23
13	15
10	24
6	1
6	8
13	1
2	4
1	9
7	8
8	20
18	21
5	3
5	23
3	14
5	25
10	7
21	14
7	15
5	8
