1	2
2	3
3	4
4	5
5	6
6	7
7	8
8	9
9	10
10	11
11	12
12	13
13	14
14	15
15	16
16	17
17	18
18	19
19	20
20	21
21	22
22	23
23	24
24	25
25	26
26	27
27	28
28	29
29	30
30	31
31	32
32	33
33	34
34	35
35	36
36	37
37	38
38	39
39	40
40	41
41	42
42	43
43	44
44	45
45	46
46	47
47	48
48	49
49	50
50	51
51	52
52	53
53	54
54	55
55	56
56	57
57	58
58	59
59	60
60	61
61	62
62	63
63	64
64	65
65	66
66	67
67	68
68	69
69	70
70	71
71	72
72	73
73	74
74	75
75	76
76	77
77	78
78	79
79	80
80	81
81	82
82	83
83	84
84	85
85	86
86	87
87	88
88	89
89	90
90	91
91	92
92	93
93	94
94	95
95	96
96	97
97	98
98	99
99	100
100	101
101	102
102	103
103	104
104	105
105	106
106	107
107	108
108	109
109	110
110	111
111	112
112	113
113	114
114	115
115	116
116	117
117	118
118	119
119	120
120	121
121	122
122	123
123	124
124	125
125	126
126	127
127	128
128	129
129	130
130	131
131	132
132	133
133	134
134	135
135	136
136	137
137	138
138	139
139	140
140	141
141	142
142	143
143	144
144	145
145	146
146	147
147	148
148	149
149	150
150	151
151	152
152	153
153	154
154	155
155	156
156	157
157	158
158	159
159	160
160	161
161	162
162	163
163	164
164	165
165	166
166	167
167	168
168	169
169	170
170	171
171	172
172	173
173	174
174	175
175	176
176	177
177	178
178	179
179	180
180	181
181	182
182	183
183	184
184	185
185	186
186	187
187	188
188	189
189	190
190	191
191	192
192	193
193	194
194	195
195	196
196	197
197	198
198	199
199	200
200	201
201	202
202	203
203	204
204	205
205	206
206	207
207	208
208	209
209	210
210	211
211	212
212	213
213	214
214	215
215	216
216	217
217	218
218	219
219	220
220	221
221	222
222	223
223	224
224	225
225	226
226	227
227	228
228	229
229	230
230	231
231	232
232	233
233	234
234	235
235	236
236	237
237	238
238	239
239	240
240	241
241	242
242	243
243	244
244	245
245	246
246	247
247	248
248	249
249	250
100	223
62	208
220	248
172	94
93	1
197	142
114	243
13	47
76	196
191	196
96	212
196	222
218	29
235	175
45	117
236	147
227	148
94	66
172	161
243	109
168	195
18	9
215	51
91	2
200	74
156	86
177	123
79	5
110	240
127	129
42	81
233	43
25	130
38	178
112	116
228	218
242	230
61	46
95	71
32	147
216	164
63	134
60	179
164	202
97	51
114	58
86	230
236	126
53	211
223	2
118	86
21	77
49	150
250	155
64	208
243	38
5	106
146	173
62	183
234	145
193	99
101	166
221	40
170	105
108	96
45	177
250	53
45	241
220	174
29	72
235	133
186	244
197	119
117	1
232	11
215	170
175	216
71	64
16	73
45	91
82	111
209	71
226	114
209	62
113	48
148	90
152	231
194	55
177	193
187	213
4	76
135	132
102	116
81	2
200	175
237	50
220	33
83	176
229	94
29	199
242	212
209	223
237	79
68	12
127	48
90	204
208	164
204	145
186	201
35	119
188	2
240	153
208	96
9	3
106	189
57	8
125	147
22	138
58	202
203	127
35	90
17	174
67	37
127	194
178	29
159	127
170	6
3	128
180	136
34	119
167	230
185	103
181	26
195	103
6	186
208	229
29	126
186	241
174	49
112	153
97	119
183	21
33	15
97	178
237	245
182	190
168	202
133	170
37	168
63	119
14	8
176	182
14	158
101	167
77	246
124	236
25	41
110	213
197	51
153	112
145	125
171	26
199	147
154	124
205	161
57	96
40	74
241	175
21	23
177	241
66	210
186	3
81	186
212	90
163	229
153	131
176	53
206	248
186	224
79	74
91	209
163	168
237	189
231	110
228	50
214	78
134	129
152	203
66	170
180	81
21	244
247	184
144	50
16	39
210	222
46	221
65	44
131	203
146	20
127	128
157	18
146	250
245	128
23	209
122	3
133	196
21	61
6	75
151	7
178	32
204	107
117	169
118	190
93	110
246	121
187	61
82	45
223	38
200	7
187	80
143	42
224	154
77	86
32	116
238	7
143	144
148	133
47	162
75	125
3	124
95	189
176	145
176	149
76	111
204	192
57	125
230	57
233	106
184	12
20	83
140	184
3	18
120	59
23	225
242	65
100	157
213	142
201	147
236	228
77	188
96	9
52	220
16	167
75	209
65	229
135	179
231	129
101	195
15	190
134	147
60	99
149	210
137	22
130	203
168	88
7	77
25	98
101	195
73	203
87	91
186	232
23	153
109	116
184	79
16	140
200	99
237	226
170	168
80	191
217	1
78	45
12	51
149	81
9	41
143	89
244	99
187	142
42	100
221	246
164	99
88	149
125	155
20	121
238	113
249	186
113	61
248	42
43	196
157	225
55	7
70	206
33	151
107	65
225	71
248	214
72	125
71	8
76	3
205	192
210	25
3	160
42	14
96	66
118	210
191	105
176	173
250	167
9	58
179	154
52	173
149	59
150	101
222	219
212	115
246	131
104	149
43	62
81	218
75	227
62	70
233	238
173	66
153	56
58	69
238	126
67	114
152	155
60	79
74	187
65	33
39	164
179	200
131	56
191	199
64	191
26	162
205	173
121	244
92	235
138	192
121	162
64	138
155	146
65	152
169	6
211	81
12	19
79	102
236	94
64	44
187	157
242	217
125	67
95	12
148	161
190	20
115	177
188	30
107	173
91	164
126	225
73	245
5	19
249	125
126	131
46	17
76	248
2	41
186	143
154	198
43	79
48	112
91	9
238	95
219	82
87	15
175	62
85	239
92	1
52	206
109	208
118	32
49	222
78	33
185	61
63	155
131	143
117	94
213	123
16	212
80	43
193	210
150	248
43	108
225	191
91	123
12	212
29	86
33	60
199	245
118	148
205	84
71	158
54	250
28	205
151	214
50	112
102	104
101	233
146	178
209	44
226	225
193	109
94	206
47	151
202	140
131	77
63	54
119	208
122	80
201	184
68	103
183	121
200	93
123	115
169	113
249	215
244	33
36	134
226	128
220	192
184	117
25	13
128	232
78	23
17	53
82	24
189	224
131	184
159	106
142	196
26	92
133	180
14	151
63	21
5	135
250	126
106	175
248	236
163	126
88	36
75	62
220	47
41	68
245	148
42	227
208	196
45	19
127	193
148	232
246	241
17	243
215	194
54	225
104	248
136	174
227	25
195	90
203	184
179	230
183	141
82	31
22	96
184	46
82	34
225	131
203	192
56	9
136	248
210	80
21	243
207	186
73	68
23	48
15	3
48	15
193	17
149	18
172	218
193	219
222	249
126	24
111	35
17	48
1	181
246	32
155	27
87	121
197	96
70	178
160	162
45	18
63	24
154	1
201	246
1	235
129	155
163	65
211	92
112	125
42	227
141	157
9	125
148	137
212	178
130	52
33	164
226	245
221	25
180	113
219	77
185	149
162	19
38	112
18	116
110	128
81	177
84	221
121	190
36	102
238	166
32	159
133	72
230	8
90	27
97	188
6	22
48	133
205	17
160	22
129	15
134	194
3	81
188	211
172	226
116	25
105	7
141	183
244	115
124	94
213	54
79	236
222	16
21	122
170	117
157	130
106	248
13	75
165	143
42	96
248	184
14	78
24	128
55	156
111	7
119	54
76	39
214	102
77	87
246	92
58	201
246	34
78	145
222	22
102	15
174	99
106	27
75	234
218	242
224	55
94	244
70	118
120	96
144	156
98	36
126	250
12	213
28	98
221	132
231	138
32	80
214	114
159	219
158	194
189	245
217	222
226	208
154	83
195	34
248	76
250	129
183	16
232	49
33	98
183	247
110	66
227	86
57	122
199	204
168	83
109	39
152	55
108	179
11	80
241	17
193	146
31	246
79	167
150	83
226	103
208	161
235	8
139	163
44	173
224	243
226	24
189	102
219	239
205	214
47	56
243	37
112	196
72	10
48	151
9	100
229	24
75	51
127	199
185	12
71	77
25	19
53	237
6	113
73	96
17	155
219	67
95	102
171	42
119	181
71	72
152	15
195	98
43	93
70	146
180	90
101	179
76	159
199	97
39	189
169	90
209	105
8	24
172	154
247	210
153	9
179	159
98	75
39	47
29	210
234	121
198	100
228	20
189	238
43	213
235	169
144	60
213	105
64	40
45	178
146	7
122	83
43	90
33	125
40	184
245	44
147	217
97	119
49	241
208	227
84	39
